PARSED_DATE,BRONX,BROOKLYN,MANHATTAN,QUEENS,STATEN ISLAND
2016-12-14,54,124,112,116,19
2016-12-15,63,145,110,122,23
2016-12-16,68,153,121,108,33
2016-12-17,53,143,71,110,20
2016-12-18,48,91,63,104,18
2016-12-19,68,140,102,128,22
2016-12-20,72,155,87,124,21
2016-12-21,64,117,75,111,20
2016-12-22,59,121,93,117,17
2016-12-23,72,135,77,118,25
2016-12-24,56,102,51,132,15
2016-12-25,38,69,36,82,13
2016-12-26,40,90,31,77,13
2016-12-27,39,99,72,102,16
2016-12-28,46,121,75,88,16
2016-12-29,54,100,87,98,15
2016-12-30,53,108,70,122,19
2016-12-31,53,92,54,92,12
2017-01-01,40,100,62,89,11
2017-01-02,33,81,51,92,10
2017-01-03,50,113,85,107,17
2017-01-04,46,132,71,91,21
2017-01-05,53,128,67,82,15
2017-01-06,58,114,64,99,22
2017-01-07,95,171,88,175,42
2017-01-08,33,71,53,60,15
2017-01-09,65,113,80,96,21
2017-01-10,53,115,78,76,23
2017-01-11,55,129,74,106,26
2017-01-12,64,114,69,126,18
2017-01-13,55,134,70,107,16
2017-01-14,50,92,60,91,19
2017-01-15,55,90,73,89,11
2017-01-16,48,123,51,82,13
2017-01-17,60,123,88,105,17
2017-01-18,53,108,78,95,14
2017-01-19,51,126,92,94,13
2017-01-20,52,125,91,102,18
2017-01-21,55,86,52,79,8
2017-01-22,46,75,54,71,15
2017-01-23,61,142,120,93,12
2017-01-24,69,111,80,105,17
2017-01-25,45,98,84,95,23
2017-01-26,56,110,87,79,14
2017-01-27,49,107,85,104,12
2017-01-28,55,79,74,92,17
2017-01-29,32,88,63,68,10
2017-01-30,58,104,59,101,12
2017-01-31,56,117,70,100,19
2017-02-01,60,111,93,88,14
2017-02-02,64,118,71,95,18
2017-02-03,64,108,80,112,15
2017-02-04,48,111,65,83,8
2017-02-05,30,99,50,92,14
2017-02-06,51,115,72,88,7
2017-02-07,44,121,68,95,21
