Bucketed Score,Intersection,Lat,Long,Raw Score,# Accidents,Traffic
7.0,Orchard Street & Stanton Street,40.7214549,-73.9885198,0.0009,13,14343
7.0,Hancock Place & Morningside Avenue,40.810992,-73.954288,0.0009,6,6624
7.0,Allen Street,40.716235,-73.992014,0.0009,11,12158
7.0,Allen Street & Grand Street,40.717418,-73.991422,0.0009,14,15486
7.0,Clinton Street & Grand Street,40.7159633,-73.9867379,0.0009,20,22218
7.0,East 35th Street & Park Avenue,40.7477162,-73.9807612,0.0009,22,24484
7.0,Spring Street & Varick Street,40.7256753,-74.0057082,0.0009,43,47975
7.0,John Street & Pearl Street,40.707387,-74.005482,0.0009,4,4467
7.0,Division Street & Eldridge Street,40.714294,-73.9939482,0.0009,4,4482
7.0,Amsterdam Avenue,40.776636,-73.9830749,0.0009,8,8964
7.0,Haven Avenue,40.8483226,-73.9420228,0.0009,3,3374
7.0,3rd Avenue & East 38th Street,40.7482313,-73.9762484,0.0009,26,29268
7.0,East 100th Street & Lexington Avenue,40.7884298,-73.9490632,0.0009,4,4504
7.0,10th Avenue & West 40th Street,40.7583353,-73.996414,0.0009,57,64314
7.0,Broadway,40.8169955,-73.9575149,0.0009,2,2278
7.0,5th Avenue,40.791722,-73.952984,0.0009,9,10255
7.0,Park Avenue,40.7879028,-73.9517206,0.0009,9,10364
7.0,Wadsworth Avenue & West 178th Street,40.847872,-73.936403,0.0009,5,5759
7.0,East 130th Street & Madison Avenue,40.8088999,-73.9383306,0.0009,2,2306
7.0,Broome Street & Elizabeth Street,40.719867,-73.99526,0.0009,14,16155
7.0,Amsterdam Avenue & West 101st Street,40.7972466,-73.9680298,0.0009,5,5780
7.0,Bowery & Stanton Street,40.7228017,-73.9930317,0.0009,13,15039
7.0,Frederick Douglass Boulevard & West 124th Street,40.8094996,-73.9516742,0.0009,8,9293
7.0,East 29th Street,40.7399442,-73.9741092,0.0009,1,1162
7.0,2nd Avenue & East 95th Street,40.7835456,-73.9476028,0.0009,21,24413
7.0,Broome Street & Crosby Street,40.721421,-73.999031,0.0009,10,11654
7.0,Broadway & West 111th Street,40.8047848,-73.966136,0.0009,13,15190
7.0,2nd Avenue & East 116th Street,40.7969883,-73.9377842,0.0009,23,26884
7.0,2nd Avenue,40.787442,-73.94477,0.0009,8,9351
7.0,Amsterdam Avenue & West 116th Street,40.8068259,-73.9610357,0.0009,6,7034
7.0,East 107th Street & Park Avenue,40.793539,-73.9472706,0.0009,7,8209
7.0,Liberty Street & West Street,40.7110326,-74.0144344,0.0009,45,52823
7.0,2nd Avenue & East 109th Street,40.79256,-73.9410247,0.0009,14,16456
7.0,Broadway,40.715236,-74.00542,0.0008,10,11792
7.0,Amsterdam Avenue & West 107th Street,40.8011074,-73.965211,0.0008,8,9438
7.0,2nd Avenue & East 104th Street,40.7893163,-73.9433907,0.0008,6,7098
7.0,Adam Clayton Powell Jr. Boulevard & West 129th Street,40.8114793,-73.9464014,0.0008,2,2366
7.0,Delancey Street,40.7159409,-73.9808692,0.0008,7,8319
7.0,8th Avenue & Frederick Douglass Boulevard,40.801232,-73.957696,0.0008,5,5946
7.0,Horatio Street & West 4th Street,40.738753,-74.00386,0.0008,6,7160
7.0,Park Avenue,40.7910567,-73.9494251,0.0008,3,3580
7.0,Church Street & Lispenard Street,40.7200394,-74.0039146,0.0008,9,10761
7.0,East 26th Street,40.739232,-73.978193,0.0008,5,5983
7.0,Broadway & West 105th Street,40.800463,-73.967898,0.0008,9,10826
7.0,West 126th Street,40.813554,-73.955203,0.0008,2,2406
7.0,Broadway & West 98th Street,40.7959244,-73.9707469,0.0008,12,14501
7.0,Fort Washington Avenue & West 178th Street,40.8486855,-73.9391904,0.0008,16,19371
7.0,Edgecombe Avenue & West 138th Street,40.819006,-73.946522,0.0008,2,2425
7.0,Saint Nicholas Avenue & West 123rd Street,40.809237,-73.953005,0.0008,3,3644
7.0,East 117th Street & Pleasant Avenue,40.795732,-73.93266,0.0008,17,20671
7.0,West 102nd Street & West End Avenue,40.7990808,-73.9704307,0.0008,6,7314
7.0,Riverside Drive,40.794032,-73.976306,0.0008,3,3665
7.0,Chrystie Street & Grand Street,40.7181594,-73.9938242,0.0008,20,24485
7.0,Cooper Square,40.7277093,-73.9912191,0.0008,11,13482
7.0,West 35 Street,40.7506844,-73.9878246,0.0008,17,20848
7.0,East 112th Street & Lexington Avenue,40.7960891,-73.9434711,0.0008,17,20865
7.0,Broome Street & Wooster Street,40.72293,-74.002174,0.0008,9,11062
7.0,Marginal Street & West 132nd Street,40.819702,-73.960148,0.0008,5,6152
7.0,Chrystie Street & East Houston Street,40.7235993,-73.9910568,0.0008,33,40997
7.0,5th Avenue & East 103rd Street,40.792347,-73.952522,0.0008,4,4978
7.0,East 35th Street & Tunnel Exit Street,40.7460357,-73.9767914,0.0008,14,17530
7.0,11th Avenue,40.7589299,-73.9996997,0.0008,20,25065
7.0,9th Avenue & West 31st Street,40.7515002,-73.997716,0.0008,33,41439
7.0,Broadway & West 113th Street,40.8060401,-73.9652167,0.0008,12,15093
7.0,2nd Avenue & East 119th Street,40.798935,-73.936361,0.0008,9,11346
7.0,Madison Street & Oliver Street,40.7119727,-73.9977747,0.0008,5,6311
7.0,2nd Avenue & East 37th Street,40.7466699,-73.9744848,0.0008,67,84655
7.0,5th Avenue & East 118th Street,40.801971,-73.945508,0.0008,7,8845
7.0,Pitt Street,40.7161559,-73.9836917,0.0008,2,2532
7.0,Hester Street & Mott Street,40.71787,-73.997108,0.0008,15,19033
7.0,Broadway & West 101st Street,40.7977996,-73.9693893,0.0008,7,8889
7.0,East 135th Street,40.8120996,-73.9360711,0.0008,1,1275
7.0,10th Avenue & West 41st Street,40.758981,-73.9959432,0.0008,64,81677
7.0,Broadway & West 106th Street,40.8013053,-73.9677887,0.0008,9,11493
7.0,3rd Avenue & East 41st Street,40.7500879,-73.9748993,0.0008,27,34722
7.0,East 117th Street & Madison Avenue,40.800662,-73.9443548,0.0008,9,11577
7.0,Avenue D & Columbia Street,40.7198863,-73.9787976,0.0008,23,29604
7.0,Broadway,40.7050474,-74.0133488,0.0008,17,22039
7.0,Pinehurst Avenue & West 177th Street,40.848019,-73.940436,0.0008,2,2597
7.0,Charlton Street & Varick Street,40.727157,-74.005545,0.0008,24,31400
7.0,10th Avenue & West 38th Street,40.7571105,-73.9973071,0.0008,27,35376
7.0,Saint Nicholas Avenue,40.813159,-73.95035,0.0008,8,10512
7.0,Delancey Street & Pitt Street,40.7166754,-73.9833412,0.0008,10,13295
7.0,Broadway & Liberty Street,40.709154,-74.010542,0.0008,9,11972
7.0,Elizabeth Street & Kenmare Street,40.720627,-73.994969,0.0008,21,27939
7.0,Adam Clayton Powell Jr. Boulevard & West 122nd Street,40.8070725,-73.9498151,0.0007,1,1336
7.0,Morningside Drive,40.805435,-73.959826,0.0007,5,6685
7.0,Manhattan Avenue & West 100th Street,40.794787,-73.964303,0.0007,3,4020
7.0,Peck Slip & South Street,40.7074385,-74.001017,0.0007,4,5376
7.0,Saint Nicholas Avenue & West 111th Street,40.799,-73.952408,0.0007,3,4037
7.0,6th Avenue,40.727664,-74.003155,0.0007,10,13479
7.0,Gold Street,40.710185,-74.0042501,0.0007,8,10788
7.0,John Street & Nassau Street,40.70953,-74.008418,0.0007,10,13496
7.0,East 110th Street & Park Avenue,40.7954383,-73.9458846,0.0007,8,10840
7.0,12th Avenue & West 125th Street,40.817955,-73.9603735,0.0007,2,2713
7.0,Madison Avenue,40.803194,-73.942567,0.0007,5,6784
7.0,Frederick Douglass Boulevard,40.8317067,-73.9354209,0.0007,2,2716
7.0,Mulberry Street & Spring Street,40.721952,-73.996268,0.0007,15,20475
7.0,Columbus Circle,40.7680307,-73.9814067,0.0007,49,66931
7.0,East 125th Street & Lexington Avenue,40.8043853,-73.9374246,0.0007,67,91700
7.0,Morningside Avenue & West 120th Street,40.808174,-73.956344,0.0007,2,2743
7.0,Dyckman Street & Vermilyea Avenue,40.864525,-73.92662,0.0007,8,10974
7.0,10th Avenue & West 23rd Street,40.74769,-74.004168,0.0007,54,74168
7.0,3rd Avenue & East 118th Street,40.7992528,-73.9390621,0.0007,11,15114
7.0,Amsterdam Avenue & West 120th Street,40.8093313,-73.9592062,0.0007,6,8281
7.0,East 59th Street & Lexington Avenue,40.7622356,-73.9681807,0.0007,36,49804
7.0,Liberty Street & Trinity Place,40.709687,-74.011674,0.0007,7,9716
7.0,Broome Street & Chrystie Street,40.71907,-73.99336,0.0007,12,16667
7.0,Broadway & East Houston Street,40.7253748,-73.9967972,0.0007,51,71007
7.0,10th Avenue & West 34th Street,40.7545834,-73.9991497,0.0007,72,100475
7.0,Avenue A & East 13th Street,40.729725,-73.980858,0.0007,13,18249
7.0,Broadway & West 90th Street,40.790806,-73.9744963,0.0007,17,23896
7.0,Amsterdam Avenue & Broadway,40.7779293,-73.9821323,0.0007,32,45030
7.0,Pearl Street,40.707205,-74.005951,0.0007,2,2816
7.0,5th Avenue & West 115th Street,40.799961,-73.946974,0.0007,9,12687
7.0,Central Park West & West 107th Street,40.7987245,-73.9595473,0.0007,5,7049
7.0,Kenmare Street & Mulberry Street,40.721173,-73.996575,0.0007,21,29671
7.0,Broadway & Cumming Street,40.866025,-73.925872,0.0007,11,15607
7.0,Dyckman Street & Payson Avenue,40.866743,-73.928722,0.0007,10,14208
7.0,Norfolk Street & Stanton Street,40.7207426,-73.98616,0.0007,2,2851
7.0,Canal Street & Orchard Street,40.7148988,-73.9918893,0.0007,3,4277
7.0,Adam Clayton Powell Jr. Boulevard & West 140th Street,40.8184403,-73.9413146,0.0007,2,2856
7.0,Amsterdam Avenue & West 114th Street,40.8055105,-73.9619961,0.0007,14,20111
7.0,Broadway & West 69th Street,40.776264,-73.9820207,0.0007,12,17257
7.0,2nd Avenue & East 96th Street,40.7842389,-73.9470669,0.0007,55,79159
7.0,5th Avenue & East 59th Street,40.764279,-73.973015,0.0007,66,95032
7.0,Gold Street & John Street,40.708227,-74.006531,0.0007,8,11550
7.0,Broome Street & Greene Street,40.722556,-74.001403,0.0007,15,21669
7.0,Riverside Drive,40.822258,-73.956154,0.0007,9,13002
7.0,Edgecombe Avenue & West 159th Street,40.833278,-73.939155,0.0007,1,1449
7.0,Broadway & West 76th Street,40.7817194,-73.9809824,0.0007,22,31992
7.0,Riverside Drive & West 160th Street,40.8373178,-73.9468195,0.0007,4,5826
7.0,Broadway & West 40th Street,40.7543309,-73.9868863,0.0007,13,18941
7.0,Columbus Avenue & West 106th Street,40.7992369,-73.962876,0.0007,17,24820
7.0,West 105th Street & West End Avenue,40.8009593,-73.9690678,0.0007,5,7303
7.0,3rd Avenue & East 104th Street,40.7902593,-73.9456333,0.0007,12,17606
7.0,Frederick Douglass Boulevard & West 118th Street,40.8057298,-73.9544228,0.0007,11,16186
7.0,Fort Washington Avenue,40.852128,-73.937819,0.0007,3,4419
7.0,Beekman Street & Gold Street,40.70966,-74.004827,0.0007,7,10317
7.0,Baxter Street & Walker Street,40.71733,-73.999449,0.0007,7,10329
7.0,Broadway & Morris Street,40.7058713,-74.0132406,0.0007,14,20662
7.0,Chatham Square & East Broadway,40.7136728,-73.997981,0.0007,17,25144
7.0,East 111th Street & Park Avenue,40.7960687,-73.9454246,0.0007,8,11868
7.0,Maiden Lane & Pearl Street,40.706724,-74.006781,0.0007,13,19310
7.0,East 122nd Street & Park Avenue,40.8030731,-73.9403125,0.0007,8,11929
7.0,Bethune Street & Hudson Street,40.7371946,-74.0057723,0.0007,2,2983
7.0,9th Avenue & West 40th Street,40.7571488,-73.9935842,0.0007,47,70101
7.0,Broome Street & Cleveland Place,40.720836,-73.997655,0.0007,18,26855
7.0,Saint Nicholas Avenue,40.818535,-73.94735,0.0007,1,1492
7.0,3rd Avenue & East 116th Street,40.7979386,-73.9400272,0.0007,24,35889
7.0,9th Avenue & West 41st Street,40.7578265,-73.9930688,0.0007,54,80759
7.0,3rd Avenue & East 57th Street,40.7602599,-73.9675384,0.0007,103,154121
7.0,East 109th Street & Park Avenue,40.7948049,-73.9463469,0.0007,11,16469
7.0,East 106th Street & Madison Avenue,40.7936085,-73.9495061,0.0007,15,22562
7.0,Laight Street & Washington Street,40.7222178,-74.0105581,0.0007,3,4514
7.0,East Broadway & Rutgers Street,40.714051,-73.9902009,0.0007,10,15075
7.0,Dyer Avenue & West 35 Street,40.7546186,-73.997152,0.0007,8,12073
7.0,Grand Street & Varick Street,40.7231321,-74.0062154,0.0007,12,18122
7.0,West 47th Street,40.7593949,-73.9850691,0.0007,28,42312
7.0,Bleecker Street & Mott Street,40.7256503,-73.9937554,0.0007,7,10591
7.0,11th Avenue & West 23rd Street,40.7489204,-74.0070372,0.0007,24,36323
7.0,2nd Avenue & East 36th Street,40.7460675,-73.974927,0.0007,116,175682
7.0,Broadway & West 129th Street,40.816296,-73.9577702,0.0007,10,15171
7.0,3rd Avenue & East 102nd Street,40.7890027,-73.9465505,0.0007,9,13656
7.0,West 124th Street,40.8103268,-73.9536363,0.0007,4,6078
7.0,Front Street & Maiden Lane,40.705791,-74.005522,0.0007,3,4563
7.0,Broadway & West 48th Street,40.7601058,-73.9848067,0.0007,26,39634
7.0,10th Avenue & West 29th Street,40.751445,-74.00143,0.0007,52,79663
7.0,Frederick Douglass Boulevard & West 129th Street,40.812727,-73.949301,0.0007,4,6136
7.0,FDR Drive,40.7896936,-73.9373914,0.0007,1,1538
7.0,Broadway & West 120th Street,40.8104995,-73.9620178,0.0006,14,21629
7.0,West 101st Street & West End Avenue,40.7984506,-73.9708877,0.0006,6,9277
7.0,Horatio Street & Washington Street,40.738759,-74.008103,0.0006,11,17055
7.0,East 108th Street & Madison Avenue,40.7949118,-73.9485547,0.0006,14,21753
7.0,Broadway & West 67th Street,40.7746427,-73.98209,0.0006,19,29628
7.0,10th Avenue & West 33 Street,40.7539186,-73.9996344,0.0006,16,24964
7.0,Riverside Drive,40.80159,-73.970545,0.0006,2,3121
7.0,Broadway & West 92nd Street,40.7920664,-73.9735738,0.0006,11,17188
7.0,3rd Avenue & East 99th Street,40.7871093,-73.9479326,0.0006,11,17214
7.0,11th Avenue & West 33rd Street,40.7551291,-74.0025415,0.0006,9,14088
7.0,Broadway & West 39th Street,40.7536275,-73.9871097,0.0006,18,28183
7.0,Nassau Street & Pine Street,40.707694,-74.010201,0.0006,5,7835
7.0,9th Avenue & West 33 Street,40.7527421,-73.996789,0.0006,18,28303
7.0,West 107th Street & West End Avenue,40.8023277,-73.9681101,0.0006,2,3151
7.0,Broadway & West 122nd Street,40.8118101,-73.9610595,0.0006,9,14184
7.0,Vesey Street & West Street,40.7137089,-74.0136813,0.0006,38,60045
7.0,Attorney Street & Delancey Street,40.7176725,-73.9848376,0.0006,1,1581
7.0,East 116th Street & Park Avenue,40.7992437,-73.9431074,0.0006,12,18975
7.0,Vermilyea Avenue & West 204th Street,40.866064,-73.922498,0.0006,4,6372
7.0,East 120th Street & Park Avenue,40.8018166,-73.9412295,0.0006,6,9561
7.0,Perry Street & Waverly Place,40.7357632,-74.0017617,0.0006,1,1601
7.0,Morningside Drive,40.8074127,-73.9583999,0.0006,3,4821
7.0,1st Avenue & East 47th Street,40.7520165,-73.9676835,0.0006,4,6431
7.0,Thompson Street & West Houston Street,40.7272468,-74.0006672,0.0006,17,27350
7.0,Madison Street,40.712783,-73.9884926,0.0006,5,8049
7.0,Bleecker Street & West 11th Street,40.735961,-74.005126,0.0006,12,19378
7.0,3rd Avenue & East 103rd Street,40.7896375,-73.9460871,0.0006,7,11327
7.0,Broadway & West 135th Street,40.8200885,-73.9550161,0.0006,22,35615
7.0,3rd Avenue & East 105th Street,40.7908925,-73.945171,0.0006,10,16198
7.0,East 115th Street & Madison Avenue,40.7992849,-73.9453606,0.0006,13,21105
7.0,East 59th Street & Park Avenue,40.7629704,-73.9699023,0.0006,43,69863
7.0,9th Avenue & West 16th Street,40.7422885,-74.0044325,0.0006,45,73126
7.0,9th Avenue & West 30 Street,40.7508988,-73.9981519,0.0006,30,48825
7.0,Amsterdam Avenue & West 109th Street,40.8023687,-73.9642901,0.0006,6,9766
7.0,Saint Nicholas Avenue & West 127th Street,40.812008,-73.951506,0.0006,10,16295
7.0,Riverside Drive & West 92nd Street,40.793329,-73.976574,0.0006,2,3263
7.0,6th Avenue & York Street,40.721025,-74.005248,0.0006,5,8164
7.0,Essex Street & Rivington Street,40.7198309,-73.9875431,0.0006,26,42459
7.0,Central Park West & West 103rd Street,40.7961147,-73.9614473,0.0006,6,9801
7.0,10th Avenue & West 42nd Street,40.7596264,-73.9954726,0.0006,57,93145
7.0,3rd Avenue & East 97th Street,40.7858701,-73.9488338,0.0006,20,32751
7.0,Galvin Avenue & West 41st Street,40.7593876,-73.9969538,0.0006,16,26243
7.0,3rd Avenue & East 110th Street,40.7941324,-73.9428059,0.0006,10,16433
7.0,Broadway & West 64th Street,40.7722024,-73.9820838,0.0006,17,27937
7.0,Edward M. Morgan Place & West 157th Street,40.8342912,-73.9453526,0.0006,2,3291
7.0,East Houston Street & Suffolk Street,40.7217949,-73.9846443,0.0006,8,13232
7.0,Morris Street & West Street,40.706677,-74.0159533,0.0006,52,86015
7.0,Canal Street & West Broadway,40.7213697,-74.0046175,0.0006,43,72603
7.0,5th Avenue & West 136th Street,40.813428,-73.9371407,0.0006,1,1690
7.0,Broadway & West 41st Street,40.7550519,-73.9866661,0.0006,12,20313
7.0,Amsterdam Avenue,40.7953582,-73.9694084,0.0006,8,13592
7.0,John Street & South Street,40.7057934,-74.0038616,0.0006,3,5108
7.0,East 104th Street & Park Avenue,40.7916669,-73.948981,0.0006,8,13648
7.0,Albany Street & West Street,40.7098267,-74.0147291,0.0006,40,68249
7.0,North End Avenue & Warren Street,40.716992,-74.014296,0.0006,7,11952
7.0,Centre Street & Walker Street,40.717619,-74.000274,0.0006,11,18801
7.0,Central Park North & Frawley Circle,40.797086,-73.949699,0.0006,3,5136
7.0,Mercer Street & Waverly Place,40.729978,-73.994064,0.0006,9,15414
7.0,Malcolm X Boulevard & West 132nd Street,40.8122349,-73.9423303,0.0006,2,3433
7.0,Malcolm X Boulevard & West 125th Street,40.8077463,-73.9454127,0.0006,61,105152
7.0,Riverside Drive,40.800334,-73.97146,0.0006,1,1726
7.0,Saint Nicholas Avenue & West 140th Street,40.820572,-73.946403,0.0006,1,1731
7.0,East 112th Street & Park Avenue,40.796828,-73.9452242,0.0006,13,22603
7.0,Amsterdam Avenue & West 100th Street,40.7966412,-73.9684718,0.0006,13,22612
7.0,2nd Avenue & East 121st Street,40.8001963,-73.9354447,0.0006,6,10444
7.0,Bethune Street & Washington Street,40.736961,-74.008254,0.0006,7,12186
7.0,Adam Clayton Powell Jr. Boulevard,40.8247839,-73.9366888,0.0006,2,3502
7.0,9th Avenue & West 15th Street,40.7416415,-74.0048213,0.0006,29,50783
7.0,Grand Street,40.7142645,-73.980923,0.0006,4,7060
7.0,Pine Street & William Street,40.706953,-74.008996,0.0006,8,14168
7.0,Ann Street & Broadway,40.7113899,-74.0086338,0.0006,22,38970
7.0,Liberty Street & William Street,40.707722,-74.008269,0.0006,5,8896
7.0,Columbus Avenue & West 107th Street,40.799916,-73.9623806,0.0006,9,16056
7.0,Market Slip & South Street,40.7095139,-73.9940261,0.0006,5,8941
7.0,Catherine Slip & South Street,40.7092234,-73.9959247,0.0006,5,8949
7.0,Greenwich Street & Murray Street,40.7149221,-74.0113336,0.0006,17,30427
7.0,10th Avenue,40.7526895,-74.0005305,0.0006,12,21557
7.0,2nd Avenue & East 72nd Street,40.7688015,-73.9583631,0.0006,52,93452
7.0,Amsterdam Avenue & West 96th Street,40.7940493,-73.970364,0.0006,31,55946
7.0,East Houston Street,40.7235019,-73.9902416,0.0006,1,1810
7.0,Broadway & West 75th Street,40.7809783,-73.9812259,0.0006,14,25397
7.0,West 100th Street & West End Avenue,40.7978216,-73.9713467,0.0006,8,14515
7.0,5th Avenue,40.765518,-73.972099,0.0006,16,29034
7.0,Broadway & West 112th Street,40.8054098,-73.9656751,0.0005,7,12728
7.0,1st Avenue & East 23rd Street,40.7368726,-73.9785141,0.0005,56,102029
7.0,Lafayette Street & Walker Street,40.717932,-74.000988,0.0005,10,18224
7.0,Church Street,40.711535,-74.010465,0.0005,20,36506
7.0,East 120th Street & Madison Avenue,40.8025573,-73.9429967,0.0005,4,7308
7.0,Claremont Avenue & Tiemann Place,40.815526,-73.959719,0.0005,3,5491
7.0,Broadway & Fulton Street,40.710887,-74.009063,0.0005,19,34796
7.0,10th Avenue & West 39th Street,40.7577413,-73.9968472,0.0005,35,64136
7.0,10th Avenue & West 16th Street,40.74347,-74.007238,0.0005,13,23856
7.0,11th Avenue & West 27th Street,40.7513932,-74.0051843,0.0005,15,27544
7.0,FDR Drive,40.7372444,-73.9744666,0.0005,1,1837
7.0,Broome Street,40.724267,-74.004739,0.0005,1,1847
7.0,Delancey Street & Lewis Street,40.7154372,-73.9792045,0.0005,5,9237
7.0,Frederick Douglass Boulevard & West 120th Street,40.806981,-73.9535,0.0005,6,11123
7.0,Broadway & West 153rd Street,40.8315246,-73.9469124,0.0005,1,1859
7.0,East 95th Street & Lexington Avenue,40.7851747,-73.9514388,0.0005,8,14872
7.0,Kenmare Street & Mott Street,40.720893,-73.995752,0.0005,21,39163
7.0,Broadway & West 94th Street,40.7933183,-73.9726638,0.0005,11,20526
7.0,Grand Street & Mott Street,40.7190526,-73.9964743,0.0005,15,28189
7.0,7th Avenue South & Christopher Street,40.7336249,-74.0028066,0.0005,18,33852
7.0,East 115th Street & Park Avenue,40.7985522,-73.9436121,0.0005,7,13174
7.0,East 118th Street & Pleasant Avenue,40.796359,-73.9322,0.0005,10,18831
7.0,Cherry Street & Montgomery Street,40.7117128,-73.9848575,0.0005,5,9461
7.0,East 117th Street & Park Avenue,40.7999262,-73.9426093,0.0005,6,11360
7.0,Hudson Street & Reade Street,40.716193,-74.009201,0.0005,2,3807
7.0,East Houston Street & Elizabeth Street,40.7243769,-73.9934975,0.0005,16,30487
7.0,10th Avenue & West 27th Street,40.750209,-74.002332,0.0005,23,43847
7.0,Rector Street & Trinity Place,40.7077766,-74.0129583,0.0005,11,20996
7.0,Baruch Place & East Houston Street,40.7190791,-73.9763914,0.0005,11,21000
7.0,Canal Street,40.7243115,-74.0086756,0.0005,3,5754
7.0,Riverside Drive & West 136th Street,40.821707,-73.956797,0.0005,7,13440
7.0,2nd Avenue & East 31st Street,40.742887,-73.977291,0.0005,18,34583
