Bucketed Score,Intersection,Lat,Long,Raw Score,# Accidents,Traffic
5.0,East 7th Street & Taras Shevchenko Place,40.728696,-73.989805,0.0003,2,5951
5.0,5th Avenue & East 62nd Street,40.766143,-73.971648,0.0003,6,17858
5.0,Saint Nicholas Avenue,40.824705,-73.944268,0.0003,1,2979
5.0,8th Avenue & West 47th Street,40.7604088,-73.9874753,0.0003,47,140018
5.0,Nathan D. Perlman Place,40.73334,-73.983176,0.0003,2,5962
5.0,Broadway & West 56th Street,40.7654522,-73.9819937,0.0003,16,47709
5.0,Grove Street & Hudson Street,40.732425,-74.0064889,0.0003,8,23868
5.0,6th Avenue & West 40th Street,40.7535585,-73.9850397,0.0003,38,113375
5.0,Chatham Square & Oliver Street,40.7134431,-73.9985204,0.0003,32,95530
5.0,Bayard Street & Mott Street,40.7156298,-73.9984929,0.0003,10,29862
5.0,Church Street,40.710367,-74.011232,0.0003,4,11954
5.0,Chrystie Street,40.7224121,-73.9916434,0.0003,10,29931
5.0,Columbus Avenue & West 69th Street,40.7754797,-73.9802031,0.0003,11,32930
5.0,East 41st Street,40.749735,-73.97407,0.0003,5,14971
5.0,Grand Street & Greene Street,40.721621,-74.002208,0.0003,9,26992
5.0,Broome Street & Centre Market Place,40.720705,-73.997349,0.0003,2,6005
5.0,East 85th Street & Lexington Avenue,40.7788122,-73.9560833,0.0003,16,48057
5.0,Christopher Street & Weehawken Street,40.7324705,-74.0098682,0.0003,1,3010
5.0,Albany Street & Washington Street,40.7095053,-74.0138882,0.0003,5,15051
5.0,5th Avenue & 65th St Transverse,40.768646,-73.969825,0.0003,23,69382
5.0,2nd Avenue & East 76th Street,40.7713964,-73.9564729,0.0003,25,75437
5.0,West 75th Street & West End Ave.,40.7817679,-73.9830719,0.0003,13,39232
5.0,Chambers Street & Elk Street,40.7134886,-74.0048235,0.0003,4,12081
5.0,Avenue B & East 11th Street,40.727468,-73.979469,0.0003,13,39322
5.0,10th Avenue & West 25th Street,40.748974,-74.003236,0.0003,18,54448
5.0,Maiden Lane & South Street,40.7052372,-74.0047522,0.0003,3,9099
5.0,Avenue B,40.726281,-73.980333,0.0003,7,21244
5.0,Essex Street,40.715553,-73.989754,0.0003,4,12142
5.0,Canal Street & Essex Street,40.7144101,-73.9902458,0.0003,5,15203
5.0,7th Avenue & West 44th Street,40.7573404,-73.986013,0.0003,54,164333
5.0,Morningside Drive & West 116th Street,40.806121,-73.959357,0.0003,2,6089
5.0,2nd Avenue & East 55th Street,40.7580217,-73.9662316,0.0003,16,48722
5.0,11th Avenue,40.7423524,-74.0086875,0.0003,37,112958
5.0,Columbus Avenue,40.7717239,-73.9829418,0.0003,15,45855
5.0,Bethune Street & Greenwich Street,40.736957,-74.006498,0.0003,3,9173
5.0,Hudson Street & North Moore Street,40.7199619,-74.0085823,0.0003,12,36745
5.0,Columbus Circle,40.7676883,-73.9819972,0.0003,20,61265
5.0,East 77th Street & Park Avenue,40.7743661,-73.9615719,0.0003,11,33775
5.0,6th Avenue & West 39th Street,40.752935,-73.985488,0.0003,40,122918
5.0,East 42nd Street & Vanderbilt Avenue,40.7524129,-73.9783547,0.0003,68,209485
5.0,3rd Avenue & East 51st Street,40.7564418,-73.970282,0.0003,38,117169
5.0,8th Avenue & West 12th Street,40.7375429,-74.0047793,0.0003,8,24697
5.0,Hudson Street & Jane Street,40.7381397,-74.00561,0.0003,5,15438
5.0,East 42nd Street & Lexington Avenue,40.7514557,-73.9760254,0.0003,72,222767
5.0,Saint Nicholas Avenue,40.815692,-73.948677,0.0003,3,9309
5.0,Front Street & John Street,40.706407,-74.004558,0.0003,1,3114
5.0,2nd Avenue & East 81st Street,40.7746458,-73.9540995,0.0003,17,52980
5.0,2nd Avenue & East 34th Street,40.744779,-73.975881,0.0003,73,227789
5.0,Henshaw Street & Riverside Drive,40.866438,-73.9304693,0.0003,14,43738
5.0,Broadway & Prince Street,40.724235,-73.997785,0.0003,19,59396
5.0,East 63rd Street & Park Avenue,40.7653743,-73.9678596,0.0003,15,46973
5.0,8th Avenue & West 54th Street,40.7647981,-73.9842688,0.0003,30,93949
5.0,6th Avenue & West 36th Street,40.751088,-73.9868238,0.0003,34,106541
5.0,Stone Street & Whitehall Street,40.7040587,-74.013192,0.0003,7,21949
5.0,12th Avenue & West 42nd Street,40.7619572,-74.0010621,0.0003,76,238626
5.0,Sullivan Street & West Houston Street,40.7276134,-74.0014475,0.0003,10,31444
5.0,5th Avenue & East 82nd Street,40.778947,-73.962303,0.0003,11,34615
5.0,East 66th Street & Madison Avenue,40.7679674,-73.9682154,0.0003,24,75531
5.0,Broadway & West 81st Street,40.785123,-73.9789382,0.0003,10,31555
5.0,Fletcher Street & Pearl Street,40.706982,-74.006456,0.0003,1,3156
5.0,2nd Avenue & East 43rd Street,40.750494,-73.971713,0.0003,24,75813
5.0,Crosby Street & Spring Street,40.722663,-73.99798,0.0003,14,44361
5.0,Hanover Street & Wall Street,40.7060176,-74.0088311,0.0003,2,6342
5.0,Columbus Avenue & West 74th Street,40.7787275,-73.9778347,0.0003,16,50742
5.0,2nd Avenue & East 78th Street,40.7726454,-73.9555371,0.0003,20,63429
5.0,Barclay Street & Greenwich Street,40.7135972,-74.0115941,0.0003,9,28671
5.0,7th Avenue & West 36th Street,40.7522886,-73.9896878,0.0003,41,130626
5.0,Hudson Street & West Houston Street,40.7287662,-74.0070745,0.0003,15,47828
5.0,Broadway & West 121st Street,40.8111851,-73.9615185,0.0003,5,15963
5.0,5th Avenue & East 42nd Street,40.753481,-73.980888,0.0003,59,188398
5.0,5th Avenue & West 47th Street,40.7566543,-73.9785655,0.0003,25,80048
5.0,Chambers Street & Greenwich Street,40.7162912,-74.0109454,0.0003,22,70467
5.0,Wall Street & Water Street,40.705183,-74.007392,0.0003,11,35249
5.0,Madison Street,40.7118881,-73.9986794,0.0003,2,6411
5.0,11th Avenue & West 28 Street,40.7520155,-74.0047377,0.0003,13,41702
5.0,Madison Street & Pearl Street,40.7117948,-73.9997023,0.0003,29,93192
5.0,East 41st Street,40.7514189,-73.9780444,0.0003,14,45056
5.0,Hudson Street,40.725192,-74.007669,0.0003,4,12875
5.0,Columbus Avenue & West 72nd Street,40.7774027,-73.9788008,0.0003,20,64505
5.0,Bleecker Street & Broadway,40.7265273,-73.9958473,0.0003,22,70987
5.0,Freedom Place,40.7778427,-73.9877533,0.0003,1,3227
5.0,5th Avenue & West 39th Street,40.751577,-73.982275,0.0003,32,103310
5.0,5th Avenue & East 16th Street,40.73733,-73.992654,0.0003,14,45224
5.0,Horatio Street & Jane Street,40.738142,-74.008154,0.0003,5,16153
5.0,9th Avenue & West 13th Street,40.740261,-74.005864,0.0003,15,48477
5.0,Broadway & Columbus Circle,40.7684033,-73.9817632,0.0003,9,29131
5.0,Avenue C & East 5th Street,40.7228841,-73.9797155,0.0003,4,12978
5.0,2nd Avenue & East 92nd Street,40.78168,-73.9489676,0.0003,24,77937
5.0,Broadway & West 88th Street,40.7895455,-73.97542,0.0003,8,26034
5.0,6th Avenue & West 23rd Street,40.742901,-73.992805,0.0003,66,214941
5.0,1st Avenue & East 15th Street,40.7320287,-73.982061,0.0003,14,45782
5.0,East 39th Street & Madison Avenue,40.7509034,-73.9806752,0.0003,25,81791
5.0,3rd Avenue & East 44th Street,40.7520542,-73.9734705,0.0003,21,68997
5.0,9th Avenue & West 23rd Street,40.7465084,-74.0013688,0.0003,33,108848
5.0,Amsterdam Avenue & West 91st Street,40.7908684,-73.9726862,0.0003,14,46208
5.0,5th Avenue & East 40th Street,40.752197,-73.981822,0.0003,27,89147
5.0,Broadway & West 54th Street,40.764037,-73.9824772,0.0003,20,66080
5.0,Seaman Avenue,40.867064,-73.926838,0.0003,4,13239
5.0,2nd Avenue & East 29th Street,40.7416532,-73.9781921,0.0003,26,86303
5.0,2nd Avenue & East 33rd Street,40.7441069,-73.9763707,0.0003,26,86822
5.0,3rd Avenue & East 58th Street,40.7609503,-73.9670318,0.0003,46,153611
5.0,East 118th Street & Park Avenue,40.8005551,-73.9421503,0.0003,5,16701
5.0,Christopher Street & Grove Street,40.733843,-74.001205,0.0003,6,20080
5.0,3rd Avenue & East 36th Street,40.7469955,-73.9771464,0.0003,49,164800
5.0,Amsterdam Avenue & West 86th Street,40.7876846,-73.9750103,0.0003,26,87489
5.0,Broadway & Worth Street,40.7162869,-74.0045303,0.0003,10,33690
5.0,5th Avenue & East 14th Street,40.7359997,-73.9936184,0.0003,50,168861
5.0,Bedford Street & Commerce Street,40.731544,-74.004939,0.0003,1,3378
5.0,East 121st Street & Park Avenue,40.8024388,-73.9407754,0.0003,3,10138
5.0,East 67th Street & Park Avenue,40.7679746,-73.9662562,0.0003,9,30420
5.0,Lafayette Street & Leonard Street,40.716181,-74.002558,0.0003,6,20298
5.0,5th Avenue,40.7859848,-73.9571722,0.0003,7,23701
5.0,8th Avenue & West 40th Street,40.7559486,-73.9907278,0.0003,50,169648
5.0,Broadway & West 85th Street,40.7876214,-73.9770038,0.0003,11,37437
5.0,6th Avenue & West 35 Street,40.750458,-73.9872889,0.0003,32,109107
5.0,Broadway & West 82nd Street,40.785747,-73.9784767,0.0003,11,37554
5.0,11th Avenue,40.7677405,-73.9932635,0.0003,15,51297
5.0,Cabrini Boulevard & West 177th Street,40.8482151,-73.9413449,0.0003,1,3421
5.0,East Houston Street & Mott Street,40.7246223,-73.9942094,0.0003,10,34217
5.0,Grand Street & Mulberry Street,40.719324,-73.997303,0.0003,9,30810
5.0,Chambers Street & River Terrace,40.717671,-74.015769,0.0003,2,6859
5.0,Beekman Street & Park Row,40.7117008,-74.0069661,0.0003,7,24011
5.0,West Street,40.7144376,-74.0134178,0.0003,20,68628
5.0,Broad Street & South William Street,40.704249,-74.011569,0.0003,2,6872
5.0,2nd Avenue & East 70th Street,40.7675129,-73.9593042,0.0003,16,55077
5.0,West 61st Street & West End Avenue,40.7728658,-73.9895487,0.0003,13,44775
5.0,Broadway & West 97th Street,40.795291,-73.9712265,0.0003,14,48308
5.0,Broome Street & Watts Street,40.723308,-74.002982,0.0003,27,93287
5.0,6th Avenue & West 33 Street,40.7491158,-73.9882654,0.0003,33,114069
5.0,Abingdon Square & Bleecker Street,40.7368919,-74.0055186,0.0003,5,17285
5.0,Broadway & West 78th Street,40.7831278,-73.9803916,0.0003,5,17294
5.0,Saint Nicholas Avenue & West 126th Street,40.811442,-73.952101,0.0003,5,17308
5.0,Barclay Street & Church Street,40.712736,-74.0096671,0.0003,10,34677
5.0,Charles Street & Hudson Street,40.734439,-74.0061609,0.0003,7,24309
5.0,Broadway & West 214th Street,40.8693238,-73.9167458,0.0003,4,13900
5.0,Forsyth Street & Grand Street,40.717922,-73.993095,0.0003,5,17375
5.0,2nd Avenue,40.7410343,-73.9786353,0.0003,16,55671
5.0,2nd Avenue & East 2nd Street,40.724929,-73.9903443,0.0003,9,31371
5.0,Frankfort Street & Park Row,40.7119161,-74.0060393,0.0003,9,31392
5.0,7th Avenue & West 35 Street,40.7516588,-73.9901341,0.0003,41,143447
5.0,Church Street,40.711017,-74.010801,0.0003,4,13997
5.0,7th Avenue & West 34th Street,40.7510002,-73.990617,0.0003,88,308260
5.0,East 57th Street & Madison Avenue,40.7622894,-73.9723599,0.0003,41,143721
5.0,East 61st Street & Park Avenue,40.7642122,-73.9689903,0.0003,19,66611
5.0,East 23rd Street & Madison Avenue,40.7408836,-73.9879839,0.0003,18,63145
5.0,Crosby Street & Grand Street,40.7204322,-73.999868,0.0003,5,17590
5.0,East 64th Street & Madison Avenue,40.7667187,-73.969127,0.0003,9,31711
5.0,East 38th Street & Madison Avenue,40.750282,-73.981123,0.0003,21,74024
5.0,6th Avenue & West 38th Street,40.752317,-73.985947,0.0003,39,137756
5.0,Broadway & West 77th Street,40.782439,-73.98073,0.0003,9,31878
5.0,8th Avenue & West 36th Street,40.7534779,-73.9925251,0.0003,48,170112
5.0,Broadway,40.868885,-73.917594,0.0003,4,14177
5.0,2nd Avenue & East 82nd Street,40.7752903,-73.9536285,0.0003,19,67489
5.0,2nd Avenue & East 54th Street,40.757381,-73.966702,0.0003,25,88818
5.0,Dutch Street & Fulton Street,40.709872,-74.007054,0.0003,2,7110
5.0,Reade Street & West Broadway,40.7160188,-74.0088192,0.0003,6,21336
5.0,11th Avenue,40.7501781,-74.0060705,0.0003,12,42696
5.0,Morningside Drive & West 119th Street,40.8080465,-73.9579313,0.0003,1,3566
5.0,1st Avenue & East 61st Street,40.7608639,-73.9610636,0.0003,46,164071
5.0,8th Avenue & West 33 Street,40.7515147,-73.9939557,0.0003,66,235535
5.0,Broadway & Columbus Avenue,40.7730017,-73.9820637,0.0003,30,107122
5.0,Morningside Avenue,40.808802,-73.955884,0.0003,1,3572
5.0,3rd Avenue & East 55th Street,40.758954,-73.9684566,0.0003,49,175348
5.0,2nd Avenue & East 90th Street,40.7804348,-73.9498809,0.0003,15,53752
5.0,Centre Street & Reade Street,40.7136499,-74.0036256,0.0003,8,28677
5.0,2nd Avenue & East 14th Street,40.732347,-73.984941,0.0003,40,143463
5.0,East 94th Street & Park Avenue,40.7852953,-73.9536184,0.0003,5,17949
5.0,East 14th Street & Irving Place,40.733966,-73.988779,0.0003,17,61102
5.0,6th Avenue & Lispenard Street,40.7206388,-74.0052198,0.0003,16,57512
5.0,Cedar Street & Trinity Place,40.709306,-74.011935,0.0003,3,10790
5.0,West 93rd Street & West End Ave.,40.7933315,-73.9746353,0.0003,8,28782
5.0,Grand Street & Madison Street,40.713808,-73.9794152,0.0003,8,28866
5.0,11th Avenue & West 48th Street,40.7646309,-73.9955449,0.0003,24,86609
5.0,West 98th Street & West End Avenue,40.7965558,-73.9722592,0.0003,6,21685
5.0,7th Avenue & West 27th Street,40.746618,-73.993813,0.0003,28,101238
5.0,7th Avenue & West 31 Street,40.749101,-73.992006,0.0003,64,231774
5.0,Church Street & Leonard Street,40.7176834,-74.0057919,0.0003,13,47089
5.0,2nd Avenue & East 9th Street,40.729192,-73.987239,0.0003,19,68864
5.0,Riverside Drive & West 76th Street,40.7831868,-73.9844671,0.0003,2,7257
5.0,3rd Avenue & East 63rd Street,40.764057,-73.9647558,0.0003,39,141659
5.0,5th Avenue & West 31 Street,40.7465291,-73.9859541,0.0003,32,116319
5.0,West 63rd Street & West End Avenue,40.7741202,-73.9886361,0.0003,12,43653
5.0,2nd Avenue & East 35th Street,40.745442,-73.975394,0.0003,52,189184
5.0,Broadway & Murray Street,40.7130447,-74.0072254,0.0003,8,29126
5.0,East 51st Street & Lexington Avenue,40.7571246,-73.9719073,0.0003,30,109514
5.0,11th Avenue & West 54th Street,40.7683937,-73.9927954,0.0003,11,40170
5.0,Franklin Street & Hudson Street,40.719296,-74.008699,0.0003,12,43837
5.0,East 61st Street & Madison Avenue,40.7648423,-73.9704968,0.0003,14,51181
5.0,2nd Avenue & East 87th Street,40.778551,-73.951248,0.0003,11,40281
5.0,5th Avenue & West 37th Street,40.7503411,-73.9831797,0.0003,33,120934
5.0,West 99th Street & West End Avenue,40.7971871,-73.9718112,0.0003,5,18345
5.0,Mercer Street & West Houston Street,40.725761,-73.9976633,0.0003,13,47710
5.0,West 4th Street,40.732318,-74.001663,0.0003,4,14687
5.0,Gold Street & Platt Street,40.707855,-74.0068357,0.0003,2,7345
5.0,Broadway & West 95th Street,40.7939303,-73.9721555,0.0003,12,44088
5.0,Cherry Street & Pike Slip,40.7108885,-73.9921971,0.0003,3,11063
5.0,Cathedral Parkway & Manhattan Avenue,40.8011516,-73.9596364,0.0003,19,70135
5.0,10th Avenue & West 57th Street,40.7691032,-73.9885656,0.0003,46,170013
5.0,9th Avenue & West 50th Street,40.7634796,-73.9889506,0.0003,23,85056
5.0,Charles Street & Washington Street,40.734094,-74.008491,0.0003,3,11124
5.0,East 26th Street & Lexington Avenue,40.7414058,-73.9833636,0.0003,9,33411
5.0,8th Avenue & West 44th Street,40.758532,-73.9888431,0.0003,65,241356
5.0,Amsterdam Avenue & West 73rd Street,40.7792635,-73.9811523,0.0003,15,55731
5.0,Pearl Street & Wall Street,40.705547,-74.007949,0.0003,3,11154
5.0,Amsterdam Avenue & West 94th Street,40.7927512,-73.9713117,0.0003,7,26035
5.0,1st Avenue & East 57th Street,40.7583127,-73.9629223,0.0003,50,186073
5.0,Greenwich Street & Leroy Street,40.730343,-74.008207,0.0003,4,14909
5.0,East 74th Street & Park Avenue,40.7724554,-73.9629623,0.0003,9,33548
5.0,Greene Street & Waverly Place,40.73035,-73.994822,0.0003,1,3733
5.0,10th Avenue & West 44th Street,40.7609247,-73.9945259,0.0003,25,93461
5.0,East 56th Street & Lexington Avenue,40.7602528,-73.9696237,0.0003,20,74853
5.0,Greenwich Street & Jane Street,40.738139,-74.00647,0.0003,4,14972
5.0,Church Street & Warren Street,40.7143685,-74.0084008,0.0003,11,41221
5.0,5th Avenue & West 15th Street,40.736691,-73.99312,0.0003,13,48903
5.0,East 92nd Street & Lexington Avenue,40.7833024,-73.9528059,0.0003,14,52671
5.0,Hudson Street & Leroy Street,40.7302239,-74.0068382,0.0003,6,22584
5.0,9th Avenue & West 52nd Street,40.7647492,-73.9880307,0.0003,20,75435
5.0,1st Avenue & East 116th Street,40.7959869,-73.9354207,0.0003,32,120708
5.0,East 88th Street & Park Avenue,40.7815237,-73.9563633,0.0003,8,30195
5.0,East 36th Street & Park Avenue,40.7483355,-73.9803098,0.0003,15,56661
5.0,1st Avenue & East 59th Street,40.759619,-73.9619593,0.0003,40,151197
5.0,Amsterdam Avenue,40.7933783,-73.9708539,0.0003,11,41603
5.0,Hester Street & Mulberry Street,40.7181638,-73.9979379,0.0003,7,26534
5.0,East 86th Street & Lexington Avenue,40.7795072,-73.9555814,0.0003,25,94888
5.0,Canal Street,40.7240219,-74.0084406,0.0003,3,11437
5.0,Columbus Avenue,40.7812676,-73.9759823,0.0003,7,26741
5.0,1st Avenue & East 21st Street,40.7355808,-73.9794353,0.0003,13,49679
5.0,East 83rd Street & Lexington Avenue,40.7775459,-73.9570093,0.0003,16,61152
5.0,5th Avenue & West 21st Street,40.7402492,-73.9905314,0.0003,21,80422
5.0,8th Avenue & West 30 Street,40.7496742,-73.9952961,0.0003,42,160880
5.0,5th Avenue & West 51st Street,40.759165,-73.976744,0.0003,28,107453
5.0,Grand Street & Norfolk Street,40.7164594,-73.9883839,0.0003,5,19200
5.0,East 37th Street & Park Avenue,40.7489496,-73.9798606,0.0003,27,103806
5.0,East 59th Street & Madison Avenue,40.7635979,-73.9714037,0.0003,27,104025
5.0,East 33rd Street & Madison Avenue,40.747098,-73.983443,0.0003,10,38553
5.0,Broadway & Walker Street,40.7186389,-74.0025285,0.0003,8,30856
5.0,Broadway & West 89th Street,40.790184,-73.974956,0.0003,7,27001
5.0,11th Avenue & West 49th Street,40.7652375,-73.9950957,0.0003,22,84912
5.0,2nd Avenue & East 27th Street,40.7404072,-73.9790906,0.0003,14,54037
5.0,2nd Avenue & East 46th Street,40.752379,-73.970341,0.0003,20,77267
5.0,9th Avenue & West 43rd Street,40.7591031,-73.992139,0.0003,37,143314
5.0,East 50th Street & Lexington Avenue,40.756498,-73.972362,0.0003,20,77612
5.0,9th Avenue & West 216th Street,40.869444,-73.912847,0.0003,3,11659
5.0,5th Avenue & West 17th Street,40.737917,-73.992225,0.0003,18,70004
5.0,East 27th Street & Park Avenue South,40.7427268,-73.9845756,0.0003,32,124523
5.0,Crosby Street & East Houston Street,40.7252743,-73.9958121,0.0003,9,35025
5.0,2nd Avenue & Saint Mark's Place,40.728595,-73.987672,0.0003,20,77935
5.0,East 63rd Street & Lexington Avenue,40.7647323,-73.9663588,0.0003,14,54583
5.0,11th Avenue,40.7576858,-74.0006278,0.0003,10,39026
5.0,East 54th Street & Park Avenue,40.7596371,-73.972053,0.0003,23,89779
5.0,3rd Avenue & East 101st Street,40.7883833,-73.9470027,0.0003,4,15640
5.0,Park Row,40.7121302,-74.0056926,0.0003,3,11730
5.0,East 97th Street & Madison Avenue,40.787901,-73.953672,0.0003,23,89967
5.0,Spring Street & Thompson Street,40.72488,-74.002619,0.0003,11,43030
5.0,2nd Avenue & East 67th Street,40.7656116,-73.9606918,0.0003,13,50890
5.0,East 75th Street & Park Avenue,40.7730982,-73.9624945,0.0003,9,35299
5.0,2nd Avenue & East 89th Street,40.7798089,-73.9503368,0.0003,10,39253
5.0,Greenwich Avenue,40.738749,-74.0024005,0.0003,9,35328
5.0,Hudson Street,40.726601,-74.0074233,0.0003,5,19646
5.0,9th Avenue & West 48th Street,40.7622326,-73.9898591,0.0003,24,94589
5.0,Amsterdam Avenue & West 102nd Street,40.7978699,-73.9675747,0.0003,2,7919
5.0,5th Avenue & East 68th Street,40.769901,-73.968904,0.0003,7,27727
5.0,Ludlow Street & Stanton Street,40.7212285,-73.9877697,0.0003,11,43585
5.0,2nd Avenue & East 86th Street,40.777887,-73.9517388,0.0003,16,63446
5.0,Broadway & White Street,40.7180267,-74.0030296,0.0003,8,31767
5.0,Columbus Avenue & West 95th Street,40.7921862,-73.968019,0.0003,12,47657
5.0,8th Avenue & West 46th Street,40.7597869,-73.9879285,0.0003,61,242368
5.0,7th Avenue & West 24th Street,40.744763,-73.995161,0.0003,23,91461
5.0,East 67th Street & Lexington Avenue,40.7672321,-73.9645324,0.0003,13,51883
5.0,Broadway & Cathedral Parkway,40.8041373,-73.9666191,0.0003,16,63886
5.0,Bowery,40.7252143,-73.9921428,0.0003,9,35962
5.0,Broadway & Thomas Street,40.71576,-74.004976,0.0003,3,11996
5.0,Lincoln Tunnel Expressway,40.7553346,-73.9960352,0.0002,1,4007
5.0,8th Avenue & Jane Street,40.7381289,-74.0041378,0.0002,6,24067
5.0,11th Avenue & West 50th Street,40.7658627,-73.9946486,0.0002,11,44172
5.0,East 86th Street & York Avenue,40.775929,-73.947122,0.0002,14,56249
5.0,5th Avenue,40.770517,-73.968441,0.0002,7,28133
5.0,8th Avenue & West 37th Street,40.754091,-73.992079,0.0002,47,189073
5.0,Bleecker Street & MacDougal Street,40.7291711,-74.0011907,0.0002,13,52356
5.0,9th Avenue & West 49th Street,40.7628513,-73.9894083,0.0002,30,120831
5.0,Pearl Street & Saint James Place,40.7101928,-74.0011123,0.0002,34,137033
5.0,Lincoln Tunnel Expressway & West 33rd Street,40.7534417,-73.9985006,0.0002,1,4039
5.0,Broadway & West 115th Street,40.8073074,-73.9643043,0.0002,6,24234
5.0,Hanover Street,40.7055418,-74.0090528,0.0002,1,4041
5.0,East 14th Street,40.735204,-73.991692,0.0002,34,137561
5.0,2nd Avenue & East 10th Street,40.729779,-73.986812,0.0002,18,72913
5.0,Pinehurst Avenue,40.8488349,-73.9401439,0.0002,5,20262
5.0,East 26th Street & Madison Avenue,40.7427711,-73.9865977,0.0002,15,60824
5.0,East 48th Street & Lexington Avenue,40.755243,-73.973276,0.0002,21,85210
5.0,6th Avenue & West 27th Street,40.745421,-73.990968,0.0002,51,206949
5.0,Amsterdam Avenue & West 74th Street,40.7799234,-73.9806754,0.0002,14,56872
5.0,5th Avenue & East 54th Street,40.76104,-73.975373,0.0002,27,109687
5.0,East 24th Street & Madison Avenue,40.7415369,-73.9875133,0.0002,6,24403
5.0,12th Avenue & West 40th Street,40.7607126,-74.0020624,0.0002,58,235933
5.0,9th Avenue & West 22nd Street,40.7458555,-74.0018592,0.0002,16,65140
5.0,East 76th Street & Lexington Avenue,40.7730129,-73.9603164,0.0002,15,61196
5.0,East 99th Street & Madison Avenue,40.789168,-73.952743,0.0002,13,53070
5.0,2nd Avenue & East 44th Street,40.751122,-73.971263,0.0002,19,77664
5.0,Varick Street,40.728853,-74.005269,0.0002,5,20446
5.0,Riverside Boulevard & West 66th Street,40.7768337,-73.9891608,0.0002,4,16365
5.0,East 85th Street & York Avenue,40.7752458,-73.9476241,0.0002,12,49293
5.0,Morningside Drive & West 120th Street,40.808671,-73.957617,0.0002,1,4111
5.0,Columbus Avenue & West 108th Street,40.8005325,-73.9618968,0.0002,5,20577
5.0,Broadway & West 57th Street,40.766287,-73.981848,0.0002,25,103400
5.0,Centre Street & Howard Street,40.718913,-73.999234,0.0002,4,16591
5.0,East 92nd Street & Park Avenue,40.7840339,-73.9545364,0.0002,7,29055
5.0,East 58th Street & Lexington Avenue,40.7616264,-73.9686401,0.0002,19,78895
5.0,Amsterdam Avenue & West 108th Street,40.8017318,-73.9647551,0.0002,5,20872
5.0,East 58th Street & Madison Avenue,40.7629781,-73.9718586,0.0002,22,91988
5.0,Manhattan Avenue & West 105th Street,40.79798,-73.9619619,0.0002,6,25093
5.0,Elizabeth Street & Prince Street,40.722723,-73.994153,0.0002,6,25120
5.0,East 15th Street,40.732699,-73.983646,0.0002,2,8384
5.0,East 44th Street & Lexington Avenue,40.752741,-73.975102,0.0002,17,71324
5.0,Saint Nicholas Avenue & West 125th Street,40.810765,-73.952591,0.0002,29,122023
5.0,Dover Street,40.708791,-74.00086,0.0002,1,4208
5.0,East 86th Street & Park Avenue,40.7802344,-73.957306,0.0002,14,58928
5.0,Frederick Douglass Boulevard & West 114th Street,40.803115,-73.956321,0.0002,5,21053
5.0,5th Avenue,40.778313,-73.962768,0.0002,7,29532
4.0,7th Avenue & West 38th Street,40.753517,-73.988787,0.0002,38,160379
4.0,Bowery,40.7249145,-73.9923921,0.0002,8,33764
4.0,East 62nd Street & Park Avenue,40.7647425,-73.9683181,0.0002,17,71803
4.0,Murray Street & River Terrace,40.716328,-74.0164693,0.0002,2,8450
4.0,East 77th Street & Lexington Avenue,40.773644,-73.9598562,0.0002,16,67694
4.0,Broadway & West 168th Street,40.8411266,-73.9398609,0.0002,1,4237
4.0,1st Avenue & East 30th Street,40.741274,-73.975343,0.0002,41,173780
4.0,East 96th Street & Madison Avenue,40.7872313,-73.9541598,0.0002,37,157203
4.0,West Broadway & West Houston Street,40.7268923,-73.9999617,0.0002,23,97740
4.0,East 44th Street & Madison Avenue,40.7541,-73.978332,0.0002,8,34011
4.0,East 97th Street & FDR Drive,40.7836666,-73.9434999,0.0002,2,8504
4.0,East 34th Street,40.7453996,-73.9773216,0.0002,8,34043
4.0,King Street & MacDougal Street,40.727601,-74.002513,0.0002,1,4259
4.0,Charlton Street & Hudson Street,40.727328,-74.0073052,0.0002,9,38498
4.0,2nd Place & Battery Place,40.7068323,-74.0175699,0.0002,2,8566
4.0,5th Avenue & West 53rd Street,40.760418,-73.975831,0.0002,33,141428
4.0,Broadway & Grand Street,40.72084,-74.000661,0.0002,12,51508
4.0,Malcolm X Boulevard & West 112th Street,40.7994445,-73.9514947,0.0002,6,25774
4.0,2nd Avenue & East 68th Street,40.7662424,-73.9602312,0.0002,14,60170
4.0,Amsterdam Avenue & West 89th Street,40.7896131,-73.9736025,0.0002,9,38802
4.0,East 71st Street & Madison Avenue,40.7711,-73.9659332,0.0002,14,60396
4.0,Eldridge Street & Grand Street,40.7176586,-73.9922221,0.0002,3,12959
4.0,9th Avenue & West 25th Street,40.7477804,-74.000438,0.0002,15,64838
4.0,2nd Avenue & East 5th Street,40.726792,-73.988984,0.0002,12,52037
4.0,Amsterdam Avenue & West 61st Street,40.7716655,-73.9866974,0.0002,14,60780
4.0,Amsterdam Avenue & West 65th Street,40.7741585,-73.9848805,0.0002,23,99971
4.0,Avenue A & East 10th Street,40.727846,-73.982228,0.0002,10,43501
4.0,East 61st Street & York Avenue,40.759913,-73.958809,0.0002,43,187504
4.0,Warren Street & West Broadway,40.7149502,-74.0096777,0.0002,7,30561
4.0,8th Avenue & Horatio Street,40.7387526,-74.003428,0.0002,4,17469
4.0,6th Avenue & Charlton Street,40.726958,-74.003445,0.0002,6,26214
4.0,East 82nd Street & Lexington Avenue,40.7769107,-73.9574722,0.0002,11,48099
